Audio,Darwin,Josefina,Richard,Sayuri
13023,4,4,2,1
13024,4,3,4,4
13025,3,2,4,1
13026,3,3,4,1
13027,3,4,4,2
13028,3,2,4,2
13029,2,2,2,1
13030,4,4,5,2
13031,2,3,4,1
13032,1,4,2,4
13033,2,1,4,1
13034,4,4,2,1
13035,5,5,5,2
13036,5,5,5,2
13037,3,4,2,1
13038,3,5,4,3
13039,4,4,2,1
13040,5,5,5,5
13041,4,2,2,4
13042,2,3,5,4
13043,2,4,4,5
13044,2,1,2,3
13045,2,1,2,1
13046,4,5,5,5
13047,1,1,2,4
13048,2,2,2,4
13049,4,5,5,5
13050,4,5,2,3
13051,2,4,3,1
13052,2,1,2,5
13053,5,5,5,4
13054,5,5,5,4
13055,3,3,4,5
13056,2,1,2,3
13057,2,1,1,1
13058,4,5,2,5
13059,3,1,2,4
13060,5,5,5,4
13061,3,4,4,5
13062,2,1,1,3
13063,2,1,4,1
13064,4,5,2,5
13065,4,4,4,4
13066,4,2,1,4
13067,4,5,2,5
13068,3,2,1,3
13069,4,1,2,1
13070,3,2,1,5
13071,4,5,2,4
13072,4,2,4,4
13073,3,1,2,5
13074,4,4,2,4
13075,2,2,1,5
13076,3,4,5,3
13077,3,3,4,1
13078,4,5,2,5
13079,3,2,1,4
13080,4,4,2,4
13081,4,4,2,5
13082,4,4,2,3
13083,5,5,5,1
13084,2,2,1,5
13085,4,5,5,4
13086,4,5,2,4
13087,4,4,2,5
13088,4,5,2,4
13089,3,2,2,2
13090,4,5,4,2
13091,3,5,2,1
13092,5,5,5,2
13093,4,4,4,2
13094,3,2,2,4
13095,2,1,2,4
13096,3,4,4,1
13097,3,2,1,1
13098,4,4,2,4
13099,3,2,1,4
13100,3,4,4,2
13101,4,5,5,2
13102,2,4,4,1
13103,2,2,3,2
13104,2,2,2,2
13105,2,2,3,2
13106,2,3,4,2
13107,2,2,1,1
13108,2,1,1,2
13109,2,2,1,1
13110,2,2,1,1
13111,3,4,2,3
13112,4,5,5,4
13113,4,4,2,2
13114,4,4,2,3
13115,2,1,2,1
13116,3,2,1,1
13117,2,3,3,1
13118,4,5,2,2
13119,4,5,2,3
13120,3,2,1,2
13121,5,5,1,4
13122,5,5,2,2
13123,2,2,1,1
13124,2,2,1,1
13125,2,2,1,1
13126,3,4,1,2
13127,3,4,4,4
13128,5,5,5,1
13129,3,3,1,1
13130,3,3,4,4
13131,1,1,4,3
13132,2,3,1,1
13133,2,2,1,1
13134,2,2,1,1
13135,4,5,2,2
13136,4,5,4,4
13137,3,3,3,1
13138,2,1,1,1
13139,5,5,5,5
13140,4,5,2,4
13141,4,5,4,1
13142,4,5,4,3
13143,3,4,2,2
13144,4,5,4,4
13145,4,5,4,4
13146,3,5,2,2
13147,5,5,5,5
13148,2,3,4,2
13149,4,5,2,4
13150,5,5,5,4
13151,4,5,4,4
13152,2,1,2,1
13153,3,5,2,2
13154,4,5,4,3
13155,2,2,1,4
13156,4,5,4,5
13157,2,2,2,4
13158,4,4,2,3
13159,5,5,5,5
13160,3,3,1,4
13161,3,2,1,1
13162,4,4,2,4
13163,3,2,1,3
13164,3,3,1,1
13165,2,3,1,1
13166,4,5,4,4
13167,3,4,1,1
13168,3,4,3,1
13169,3,2,1,3
13170,3,3,4,3
13171,3,2,2,1
13172,2,3,4,4
13173,5,5,5,5
13174,2,2,1,2
13175,4,4,2,2
13176,2,3,3,2
13177,3,4,2,3
13178,3,4,1,1
13179,4,2,1,2
13180,2,1,1,1
13181,2,4,1,1
13182,2,2,1,2
13183,5,5,5,5
13184,2,2,1,2
13185,3,4,2,2
13186,3,2,2,4
13187,2,2,1,3
13188,4,3,2,1
13189,3,3,4,4
13190,4,5,2,2
13191,5,5,5,5
13192,2,2,1,3
13193,3,4,2,3
13194,4,4,2,1
13195,4,4,2,2
13196,2,2,4,2
13197,3,3,4,3
13198,2,3,1,3
13199,3,3,3,1
13200,2,3,2,2
13201,3,2,2,2
13202,3,4,4,3
13203,2,1,2,1
13204,2,3,3,3
13205,3,2,1,2
13206,4,4,2,4
13207,4,5,2,4
13208,3,4,2,3
13209,4,5,2,3
13210,3,3,1,1
13211,2,2,1,3
13212,2,2,4,2
13213,5,5,5,4
13214,3,3,2,1
13215,2,2,5,2
13216,3,3,1,1
13217,3,4,4,3
13218,3,2,2,3
13219,4,5,4,3
13220,4,4,2,4
13221,2,2,2,4
13222,2,3,2,2
13223,3,3,4,2
13224,3,3,4,3
13225,4,5,2,4
13226,2,1,2,1
13227,2,2,2,3
13228,2,2,3,4
13229,2,2,2,3
13230,5,5,5,4
13231,2,2,1,2
13232,3,2,1,4
13233,3,3,2,2
13234,4,4,2,4
13235,3,2,1,1
13236,2,2,2,2
13237,5,5,5,2
13238,5,5,5,2
13239,3,3,2,2
13240,4,4,2,2
13241,4,4,2,1
13242,5,5,4,4
13243,2,3,2,2
13244,4,4,2,2
13245,2,3,1,1
13246,4,5,2,2
13247,3,3,1,2
13248,3,3,2,1
13249,2,1,1,2
13250,5,5,4,1
13251,4,5,1,1
13252,4,4,2,3
13253,5,5,5,4
13254,5,5,5,2
13255,5,5,2,3
13256,4,5,5,1
13257,4,4,2,1
13258,2,3,4,1
13259,4,5,5,2
13260,3,4,4,3
13261,3,3,2,2
13262,2,3,3,4
13263,2,3,2,2
13264,5,5,5,1
13265,4,4,2,1
13266,4,3,2,1
13267,3,3,4,2
13268,5,5,5,4
13269,4,4,2,1
13270,3,3,2,1
13271,2,3,1,4
13272,3,3,1,3
13273,2,2,1,1
13274,3,5,2,1
13275,2,3,4,1
13276,3,4,2,2
13277,3,4,2,4
13278,4,4,2,1
13279,3,3,1,1
13280,5,5,2,5
13281,2,3,1,4
13282,3,3,1,1
13283,5,5,5,3
13284,3,3,4,2
13285,2,2,1,4
13286,2,2,2,4
13287,4,5,5,2
13288,2,2,1,5
13289,4,5,2,2
13290,4,5,2,4
13291,3,3,1,4
13292,4,5,5,4
13293,4,5,2,1
13294,4,5,5,2
13295,3,3,3,3
13296,5,5,5,4
13297,2,2,1,5
13298,4,5,5,4
13299,3,3,2,3
13300,4,5,5,5
13301,3,3,1,4
13302,4,5,5,1
13303,2,4,2,4
13304,2,2,1,3
13305,4,5,5,1
13306,5,5,5,1
13307,3,2,1,4
13308,2,3,1,1
13309,4,4,2,1
13310,4,5,4,3
13311,2,2,1,3
13312,2,2,2,1
13313,3,3,3,4
13314,3,4,3,5
13315,4,4,1,2
13316,2,2,1,2
13317,2,3,3,2
13318,4,4,2,3
13319,3,2,4,1
13320,3,2,1,2
13321,4,5,5,1
13322,3,2,1,1
13323,3,3,4,2
13324,4,5,5,5
13325,4,4,1,2
13326,4,5,5,2
13327,2,2,1,4
13328,4,4,2,3
13329,3,3,3,1
13330,4,4,2,4
13331,3,3,4,2
13332,3,2,1,5
13333,3,3,4,3
13334,3,3,2,3
13335,2,3,1,1
13336,2,3,2,2
13337,4,4,2,2
13338,3,4,2,3
13339,3,2,2,3
13340,3,5,5,1
13341,2,2,1,2
13342,2,2,1,2
13343,4,4,2,3
13344,3,3,1,1
13345,3,3,1,3
13346,3,3,4,2
13347,3,3,4,4
13348,3,2,2,4
13349,3,4,4,3
13350,4,5,5,3
13351,4,5,2,1
13352,2,2,2,3
13353,2,3,1,2
13354,3,3,2,4
13355,5,5,5,1
13356,5,5,5,2
13357,2,3,1,1
13358,3,3,2,3
13359,4,4,2,3
13360,5,5,5,3
13361,3,3,5,4
13362,3,3,2,4
13363,5,5,5,2
13364,3,2,5,2
13365,5,5,5,3
13366,2,3,3,4
13367,5,5,5,1
13368,4,2,1,3
13369,4,5,2,4
13370,4,5,2,3
13371,3,2,2,4
13372,2,3,1,2
13373,2,3,1,4
13374,4,5,2,2
13375,3,4,2,4
13376,3,4,2,1
13377,3,3,2,2
13378,2,3,3,2
13379,2,3,4,2
13380,4,4,2,2
13381,4,4,2,2
13382,4,4,4,1
13383,3,3,2,4
13384,4,3,2,2
13385,5,5,4,2
13386,4,5,2,1
13387,2,2,2,2
13388,4,5,5,2
13389,3,2,4,1
13390,4,4,2,2
13391,2,3,2,1
13392,2,3,2,1
13393,3,3,2,3
13394,4,5,5,4
13395,2,2,2,2
13396,5,5,5,3
13397,4,4,2,1
13398,2,3,4,1
13399,2,3,4,1
13400,2,2,2,2
13401,3,2,2,3
13402,3,3,4,2
13403,3,3,1,4
13404,4,4,5,2
13405,4,5,2,1
13406,4,4,2,1
13407,4,5,2,1
13408,4,4,2,2
13409,3,4,4,4
13410,3,4,1,1
13411,5,5,4,1
13412,3,3,2,4
13413,3,3,4,3
13414,3,4,4,1
13415,3,4,2,1
13416,3,2,1,1
13417,3,3,4,2
13418,4,5,5,4
13419,4,3,4,1
13420,2,2,1,1
13421,3,5,2,5
13422,5,5,2,4
13423,2,2,2,1
13424,4,5,5,3
13425,4,5,2,2
13426,4,4,2,4
13427,2,3,3,4
13428,2,3,2,2
13429,5,5,5,5
13430,2,2,1,2
13431,4,5,5,4
13432,4,5,2,4
13433,5,5,5,4
13434,3,3,2,1
13435,4,4,4,2
13436,3,3,4,3
13437,2,1,4,4
13438,3,1,1,5
13439,3,5,4,4
13440,3,2,2,3
13441,5,5,5,5
13442,4,4,2,4
13443,4,5,5,1
13444,4,2,2,4
13445,3,2,4,3
13446,3,5,4,1
13447,3,4,2,1
13448,2,1,1,4
13449,4,5,5,1
13450,4,4,4,1
13451,4,5,5,3
13452,4,5,2,3
13453,4,3,1,1
13454,2,3,1,4
13455,2,3,5,5
13456,2,3,1,2
13457,2,2,2,2
13458,4,5,2,2
13459,2,2,1,3
13460,2,4,1,1
13461,2,2,2,2
13462,2,3,2,1
13463,3,3,4,1
13464,5,5,5,2
13465,4,4,2,5
13466,3,3,4,2
13467,4,3,2,2
13468,5,5,5,4
13469,4,4,2,3
13470,3,2,2,1
13471,2,3,1,4
13472,5,5,5,2
13473,4,5,5,5
13474,5,5,5,3
13475,3,3,4,3
13476,2,2,2,1
13477,2,3,3,2
13478,2,4,1,2
13479,2,2,2,3
13480,3,1,2,3
13481,3,2,1,1
13482,3,3,2,2
13483,2,2,1,2
13484,3,3,2,3
13485,4,4,5,1
13486,5,4,2,3
13487,5,5,5,2
13488,2,3,2,4
13489,4,5,5,4
13490,4,4,2,3
13491,3,3,1,3
13492,3,4,4,1
13493,4,4,2,3
13494,4,3,4,2
13495,3,3,2,4
13496,2,3,1,1
13497,4,4,2,2
13498,4,4,5,1
13499,4,5,2,3
13500,5,5,4,3
13501,2,3,4,3
13502,3,4,4,4
13503,4,5,5,4
13504,2,2,2,2
13505,4,5,5,2
13506,4,5,5,3
13507,5,5,5,4
13508,4,4,4,1
13509,4,5,5,3
13510,4,4,2,4
13511,4,2,2,3
13512,4,5,5,4
13513,4,4,4,2
13514,4,2,4,4
13515,3,2,2,2
13516,3,3,1,4
13517,5,5,5,1
13518,4,2,2,2
13519,3,3,3,2
13520,4,4,2,2
13521,3,3,2,2
13522,2,3,1,2
13523,3,2,1,1
13524,4,5,5,4
13525,4,4,4,2
13526,3,4,2,2
13527,4,4,1,1
13528,3,3,1,2
13529,4,4,2,2
13530,4,5,5,1
13531,3,2,2,2
13532,3,2,1,1
13533,4,4,2,1
13534,4,5,2,3
13535,3,2,4,4
13536,4,5,4,2
13537,4,2,1,3
13538,4,5,5,1
13539,4,5,5,1
13540,2,3,1,1
13541,3,2,2,2
13542,2,2,1,3
13543,2,3,1,2
13544,3,2,1,4
13545,4,5,2,2
13546,4,4,2,1
13547,5,5,5,1
13548,4,2,2,1
13549,4,4,4,2
13550,4,5,5,4
13551,3,3,4,1
13552,2,3,3,1
13553,4,5,5,4
13554,3,3,4,3
13555,3,2,1,1
13556,4,4,2,1
13557,3,2,1,1
13558,4,3,4,2
13559,4,5,5,4
13560,1,2,1,1
13561,3,3,3,1
13562,5,5,5,5
13563,4,3,2,4
13564,4,5,2,1
13565,5,5,5,3
13566,2,3,2,2
13567,4,4,2,4
13568,4,4,4,4
13569,3,4,2,2
13570,3,2,1,5
13571,5,5,5,2
13572,2,3,2,4
13573,3,3,3,4
13574,4,4,2,4
13575,3,2,1,1
13576,3,3,4,2
13577,3,2,1,3
13578,4,1,1,4
13579,5,5,5,5
13580,2,2,1,4
13581,3,2,2,3
13582,2,4,2,5
13583,4,2,4,4
13584,2,2,2,1
13585,2,4,1,4
13586,3,1,4,3
13587,4,3,2,1
13588,3,3,2,1
13589,2,3,3,4
13590,4,5,4,1
13591,4,5,5,1
13592,5,5,5,3
13593,5,5,5,3
13594,3,2,1,1
13595,2,2,1,4
13596,4,4,2,5
13597,2,3,4,2
13598,4,4,2,2
13599,3,2,4,2
13600,5,4,2,3
13601,4,3,4,1
13602,2,3,1,2
13603,4,5,5,1
13604,3,4,3,1
13605,3,2,2,2
13606,4,2,1,5
13607,2,2,3,2
13608,3,3,4,2
13609,4,4,2,4
13610,3,3,1,3
13611,4,4,4,1
13612,5,4,2,4
13613,4,4,2,2
13614,3,3,1,5
13615,3,2,2,3
13616,3,3,4,3
13617,3,5,4,1
13618,5,5,5,2
13619,1,2,2,2
13620,2,2,2,3
13621,4,2,2,3
13622,5,5,5,1
13623,2,3,1,2
13624,4,3,1,2
13625,2,3,1,3
13626,2,4,4,1
13627,3,2,1,3
13628,5,5,3,2
13629,2,2,1,4
13630,4,4,4,4
13631,5,5,5,3
13632,4,2,2,3
13633,4,4,1,1
13634,4,4,2,3
13635,2,2,2,2
13636,2,3,1,4
13637,2,3,1,1
13638,2,3,3,2
13639,4,4,2,1
13640,4,2,4,3
13641,3,3,4,3
13642,3,4,1,3
13643,4,4,2,4
13644,2,2,1,4
13645,5,5,5,2
13646,4,5,2,2
13647,4,4,2,3
13648,3,3,3,4
13649,4,4,4,1
13650,4,5,2,3
13651,5,5,1,4
13652,4,5,5,3
13653,5,5,5,4
13654,5,5,5,2
13655,4,4,4,4
13656,3,4,2,2
13657,4,5,5,4
13658,3,3,3,1
13659,3,4,2,2
13660,3,5,5,2
13661,3,3,5,2
13662,2,2,2,2
13663,2,2,2,2
13664,3,5,2,1
13665,3,2,2,4
13666,2,2,2,2
13667,4,4,2,2
13668,3,5,4,1
13669,2,3,3,2
13670,4,3,4,2
13671,5,5,5,1
13672,3,2,2,2
13673,4,4,2,1
13674,4,4,2,1
13675,4,5,5,3
13676,4,5,2,4
13677,2,2,1,2
13678,3,2,1,3
13679,5,5,5,1
13680,4,4,4,1
13681,2,3,3,1
13682,2,3,1,2
13683,2,2,1,3
13684,4,2,3,2
13685,5,4,1,4
13686,2,2,4,2
13687,1,2,2,1
13688,2,3,1,1
13689,4,5,4,1
13690,2,3,5,2
13691,4,4,1,4
13692,3,3,3,1
13693,3,3,4,1
13694,3,3,3,4
13695,3,3,3,3
13696,5,5,1,1
13697,3,3,2,1
13698,3,3,4,1
13699,2,3,1,2
13700,5,4,5,4
13701,4,4,4,1
13702,2,3,1,1
13703,4,4,2,5
13704,4,5,4,4
13705,4,3,2,1
13706,3,4,2,3
13707,4,4,4,2
13708,4,4,4,4
13709,2,3,1,4
13710,2,3,2,2
13711,4,3,1,5
13712,3,3,1,2
13713,5,5,5,4
13714,4,3,2,4
13715,5,5,5,4
13716,3,3,2,1
13717,3,2,1,2
13718,5,5,4,3
13719,2,3,1,4
13720,4,4,4,5
13721,3,4,1,4
13722,4,5,4,3
13723,4,5,5,5
13724,2,3,1,4
13725,3,3,1,1
13726,4,5,5,4
13727,2,2,1,3
13728,3,4,2,1
13729,3,4,4,1
13730,4,2,1,4
13731,5,5,4,1
13732,4,4,4,1
13733,4,2,2,3
13734,2,3,2,3
13735,3,1,1,1
13736,2,3,4,4
13737,2,3,2,5
13738,3,3,2,2
13739,3,3,2,2
13740,4,5,4,2
13741,4,4,4,3
13742,3,3,1,1
13743,3,3,2,2
13744,3,2,2,1
13745,4,3,4,1
13746,3,4,4,2
13747,3,3,4,5
13748,4,4,4,2
13749,3,1,1,2
13750,4,5,5,4
13751,3,4,4,3
13752,3,4,4,1
13753,4,4,2,4
13754,5,4,4,2
13755,3,1,3,5
13756,3,3,4,3
13757,3,3,1,3
13758,4,5,4,1
13759,4,3,4,2
13760,2,3,1,2
13761,3,4,4,3
13762,3,3,4,3
13763,3,4,3,1
13764,3,3,2,2
13765,5,5,5,2
13766,4,5,5,3
13767,4,4,4,1
13768,4,3,4,3
13769,2,2,2,2
13770,4,2,2,4
13771,4,5,4,4
13772,3,3,4,3
13773,4,4,4,3
13774,3,1,1,1
13775,3,3,2,3
13776,4,5,4,2
13777,2,3,1,4
13778,5,5,4,1
13779,3,3,2,2
13780,4,5,4,1
13781,4,3,2,3
13782,5,5,5,3
13783,2,1,1,3
13784,4,3,3,4
13785,4,3,4,4
13786,3,3,2,2
13787,2,3,2,2
13788,3,3,2,3
13789,3,3,3,4
13790,2,2,2,1
13791,2,3,1,3
13792,3,4,4,4
13793,5,4,4,3
13794,2,2,2,4
13795,2,2,1,2
13796,3,3,2,4
13797,3,4,2,2
13798,2,2,2,4
13799,2,3,2,1
13800,3,3,2,2
13801,4,5,4,2
13802,3,3,2,2
13803,1,2,1,2
13804,3,2,1,2
13805,2,2,1,1
13806,4,4,2,4
13807,3,3,2,2
13808,5,4,4,2
13809,5,5,4,1
13810,3,3,4,2
13811,3,4,2,2
13812,1,1,1,1
13813,3,3,1,2
13814,3,3,2,1
13815,3,3,3,1
13816,3,3,2,3
13817,3,4,1,4
13818,2,3,1,2
13819,4,4,4,3
13820,2,3,2,1
13821,5,5,5,1
13822,2,1,1,1
13823,5,5,5,2
13824,3,2,2,3
13825,3,3,2,2
13826,2,3,1,4
13827,4,4,2,2
13828,5,5,4,1
13829,3,3,3,1
13830,4,4,4,1
13831,4,5,5,2
13832,2,3,2,4
13833,5,2,4,1
13834,4,4,4,1
13835,4,5,4,4
13836,2,1,2,3
13837,2,1,1,1
13838,3,2,2,1
13839,4,5,4,1
13840,2,4,1,2
13841,4,5,4,4
13842,3,4,2,1
13843,3,3,2,1
13844,2,1,2,5
13845,5,5,5,4
13846,2,1,1,1
13847,4,5,5,3
13848,2,4,2,2
13849,2,4,4,4
13850,4,5,4,4
13851,4,4,4,2
13852,2,1,2,5
13853,2,4,2,2
13854,2,4,2,4
13855,3,3,3,4
13856,4,5,4,4
13857,4,4,4,1
13858,2,3,2,2
13859,3,3,2,3
13860,3,4,2,4
13861,3,3,4,5
13862,5,5,5,4
13863,2,3,2,3
13864,2,4,2,5
13865,5,5,4,4
13866,2,3,2,1
13867,5,5,4,4
13868,4,5,4,3
13869,3,4,2,1
13870,4,4,4,1
13871,3,3,3,4
13872,5,5,5,1
13873,2,3,3,1
13874,5,5,5,3
13875,2,3,2,3
13876,2,3,4,1
13877,2,3,2,4
13878,4,3,4,5
13879,4,5,5,2
13880,2,2,2,2
13881,1,4,2,2
13882,3,3,2,3
13883,3,2,3,1
13884,3,2,2,2
13885,4,4,2,1
13886,5,5,5,1
13887,5,5,5,2
13888,3,3,3,5
13889,2,3,2,2
13890,2,3,2,2
13891,3,4,2,4
13892,2,3,3,3
13893,2,4,2,1
13894,4,3,4,4
13895,3,2,1,2
13896,4,3,2,5
13897,3,4,4,3
13898,2,2,1,3
13899,2,3,2,1
13900,4,5,5,2
13901,3,1,1,2
13902,3,3,3,3
13903,4,4,4,3
13904,2,3,2,1
13905,3,3,3,2
13906,3,3,2,2
13907,3,3,2,3
13908,4,4,4,1
13909,4,4,2,3
13910,2,3,2,2
13911,2,3,2,4
13912,3,3,3,4
13913,2,3,2,3
13914,3,3,2,3
13915,2,3,2,1
13916,4,5,5,3
13917,3,4,1,2
13918,2,4,4,4
13919,3,4,4,1
13920,1,4,2,2
13921,5,5,4,1
13922,3,3,4,3
13923,5,5,5,3
13924,3,2,2,3
13925,3,4,2,4
13926,4,4,4,4
13927,3,3,3,2
13928,5,5,5,2
13929,2,1,1,3
13930,2,1,2,4
13931,2,2,2,1
13932,2,3,2,3
13933,2,3,2,4
13934,3,4,3,3
13935,5,5,5,4
13936,2,1,2,2
13937,4,3,2,4
13938,3,3,2,2
13939,3,3,3,4
13940,2,4,2,1
13941,3,2,2,2
13942,4,4,2,2
13943,4,4,2,2
13944,4,5,5,2
13945,5,5,5,2
13946,2,1,3,1
13947,3,4,4,4
13948,2,1,1,2
13949,4,5,4,2
13950,2,2,3,1
13951,2,4,3,2
13952,2,4,1,2
13953,5,5,5,1
13954,2,3,3,2
13955,4,4,4,1
13956,2,1,3,1
13957,3,3,2,3
13958,3,3,2,4
13959,5,5,5,2
13960,5,5,4,3
13961,3,5,4,1
13962,2,1,2,1
13963,4,4,3,1
13964,1,4,1,2
13965,2,2,1,3
13966,2,3,4,2
13967,4,5,4,4
13968,4,5,4,2
13969,5,5,5,1
13970,4,4,4,1
13971,2,3,2,1
13972,3,3,4,2
13973,3,3,3,4
13974,5,5,5,1
13975,3,3,3,1
13976,2,4,4,4
13977,2,3,4,3
13978,2,3,2,1
13979,2,2,2,1
13980,3,2,4,1
13981,5,5,5,2
13982,3,5,5,4
13983,3,2,2,1
13984,2,3,4,1
13985,4,4,5,5
13986,2,2,2,4
13987,3,5,2,1
13988,4,5,5,3
13989,3,2,3,2
13990,1,4,2,4
13991,3,3,3,4
13992,3,4,2,2
13993,4,3,2,5
13994,2,2,1,2
13995,3,1,3,4
13996,4,4,4,4
13997,3,3,3,4
13998,4,4,4,1
13999,3,3,2,2
14000,3,4,4,3
14001,3,2,2,4
14002,3,3,3,5
14003,2,2,2,4
14004,3,1,2,3
14005,3,2,3,5
14006,4,3,4,4
14007,2,3,2,1
14008,2,2,1,4
14009,3,3,4,3
14010,3,3,2,1
14011,5,5,5,1
14012,4,5,5,4
14013,4,5,4,1
14014,5,2,3,1
14015,3,3,2,3
14016,5,5,4,3
14017,4,5,4,1
14018,3,3,3,4
14019,4,4,4,5
14020,4,3,2,2
14021,2,4,4,2
14022,3,4,5,2
14023,2,2,4,3
14024,5,5,5,1
14025,2,2,2,2
14026,4,5,5,1
14027,2,4,1,1
14028,3,3,3,2
14029,3,2,1,5
14030,4,5,4,2
14031,3,2,2,2
14032,3,3,2,4
14033,5,5,5,3
14034,4,4,4,1
14035,3,3,3,4
14036,4,3,2,2
14037,4,5,2,5
14038,2,3,3,3
14039,4,5,4,3
14040,5,5,4,1
14041,3,3,3,2
14042,2,1,2,2
14043,2,2,2,3
14044,3,3,3,3
14045,2,4,1,1
14046,3,3,2,2
14047,4,4,2,2
14048,4,5,4,3
14049,5,5,4,1
14050,2,2,2,3
14051,4,5,4,2
14052,3,3,2,4
14053,1,2,2,4
14054,3,4,2,3
14055,5,5,4,3
14056,3,4,3,1
14057,4,5,4,3
14058,4,4,4,2
14059,2,3,2,4
14060,3,2,2,1
14061,3,4,4,2
14062,4,4,3,1
14063,4,4,1,3
14064,4,4,4,3
14065,4,4,2,3
14066,4,2,1,4
14067,3,2,4,4
14068,4,5,5,2
14069,3,3,3,2
14070,4,3,3,3
14071,3,3,4,4
14072,5,5,5,1
14073,4,4,2,3
14074,4,5,5,4
14075,4,5,4,3
14076,4,4,5,4
14077,4,4,5,2
14078,4,4,4,4
14079,3,4,4,2
14080,2,2,1,4
14081,4,4,2,1
14082,2,2,2,2
14083,2,4,2,2
14084,4,4,5,2
14085,2,2,1,2
14086,4,5,4,2
14087,5,5,4,1
14088,4,2,2,4
14089,3,2,3,2
14090,3,4,4,2
14091,5,5,5,1
14092,3,4,2,2
14093,3,4,4,2
14094,2,2,4,1
14095,3,3,3,3
14096,3,3,3,2
14097,3,3,3,1
14098,2,3,3,2
14099,3,4,3,2
14100,3,3,3,1
14101,3,4,4,1
14102,2,2,2,2
14103,4,4,2,2
14104,4,5,5,3
14105,4,3,3,2
14106,2,2,4,2
14107,3,3,2,3
14108,2,2,2,1
14109,5,5,5,4
14110,2,2,2,2
14111,2,3,2,1
14112,3,2,4,1
14113,2,4,1,1
14114,2,2,5,1
14115,5,5,4,3
14116,2,4,2,4
14117,4,5,4,4
14118,3,3,3,1
14119,4,4,2,4
14120,2,2,1,1
14121,3,2,4,3
14122,5,5,5,4
14123,3,5,3,4
14124,3,4,2,1
14125,3,3,3,3
14126,4,4,5,1
14127,3,4,4,4
14128,2,3,2,3
14129,4,4,4,2
14130,2,3,3,4
14131,2,2,2,1
14132,2,2,4,1
14133,3,5,5,4
14134,3,3,2,1
14135,2,5,4,4
14136,5,5,5,5
14137,3,3,3,4
14138,4,5,5,4
14139,2,3,3,2
14140,3,3,3,4
14141,4,5,4,2
14142,4,5,5,4
14143,4,4,4,2
14144,2,2,2,4
14145,3,2,4,2
14146,4,4,4,3
14147,3,3,3,2
14148,2,2,2,3
14149,4,4,4,2
14150,3,4,2,4
14151,5,5,5,4
14152,3,2,2,2
14153,3,2,2,2
14154,3,2,4,3
14155,4,5,4,4
14156,3,3,4,3
14157,2,3,2,2
14158,5,5,5,2
14159,2,2,3,2
14160,2,3,3,2
14161,4,5,4,4
14162,3,3,3,2
14163,4,4,4,4
14164,3,3,4,2
14165,4,5,4,2
14166,2,2,4,2
14167,3,4,4,2
14168,3,3,2,4
14169,4,5,4,2
14170,2,2,2,4
14171,2,2,2,1
14172,3,2,4,4
14173,4,5,5,4
14174,2,4,2,4
14175,3,2,2,2
14176,3,3,3,3
14177,2,2,2,2
14178,3,4,1,4
14179,2,2,1,1
14180,5,5,5,4
14181,5,5,5,5
14182,2,2,2,2
14183,2,2,2,1
14184,4,5,4,4
14185,3,2,2,4
14186,3,4,4,1
14187,2,4,4,4
14188,4,4,4,4
14189,2,4,4,4
14190,3,3,3,2
14191,3,3,3,3
14192,3,4,5,2
14193,2,3,4,4
14194,2,3,2,1
14195,2,1,2,4
14196,2,3,2,5
14197,2,3,2,2
14198,4,5,5,1
14199,2,1,1,4
14200,3,4,4,4
14201,3,3,2,1
14202,2,2,2,4
14203,4,4,4,4
14204,5,4,4,4
14205,4,4,3,2
14206,4,5,4,3
14207,2,2,2,2
14208,2,3,2,4
14209,5,5,5,1
14210,2,2,4,4
14211,4,4,2,5
14212,4,4,4,2
14213,4,4,4,1
14214,4,4,5,4
14215,2,2,2,4
14216,2,2,2,1
14217,2,3,3,4
14218,4,5,5,4
14219,2,4,4,4
14220,3,2,2,2
14221,3,5,4,3
14222,5,4,4,2
14223,4,4,2,4
14224,5,4,4,1
14225,5,5,5,4
14226,2,2,2,5
14227,1,2,2,2
14228,3,3,2,1
14229,3,3,2,4
14230,3,4,2,4
14231,3,3,4,1
14232,2,2,2,4
14233,4,4,4,4
14234,3,3,3,4
14235,3,2,2,2
14236,4,1,2,3
14237,4,3,4,2
14238,4,5,5,4
14239,4,3,3,1
14240,3,4,4,4
14241,2,2,2,5
14242,1,2,2,2
14243,2,1,1,1
14244,3,3,3,4
14245,3,3,3,4
14246,3,4,2,1
14247,4,4,3,4
14248,4,3,3,4
14249,4,4,3,4
14250,5,4,2,2
14251,5,5,5,3
14252,2,2,1,2
14253,2,2,2,4
14254,4,4,2,1
14255,4,4,4,4
14256,4,3,3,5
14257,3,4,4,2
14258,4,4,4,1
14259,2,2,2,4
14260,3,3,4,2
14261,1,2,2,5
14262,2,4,3,2
14263,3,2,3,2
14264,4,4,5,4
14265,2,2,4,3
14266,2,2,4,1
14267,4,4,5,4
14268,3,2,3,2
14269,4,4,5,5
14270,3,3,3,3
14271,5,5,5,3
14272,2,4,3,1
14273,3,4,4,2
14274,3,2,2,2
14275,4,3,2,3
14276,3,3,3,3
14277,5,5,4,1
14278,3,2,2,2
14279,2,2,2,2
14280,3,3,3,3
14281,4,4,4,1
14282,2,2,4,3
14283,3,2,2,2
14284,5,4,4,4
14285,4,3,3,4
14286,3,2,3,3
14287,4,5,4,3
14288,4,3,3,1
14289,3,2,4,3
14290,3,3,3,2
14291,4,5,4,4
14292,5,5,4,1
