Audio,Darwin,Josefina,Richard,Sayuri
13012,4,4,2,5
13013,3,4,4,3
13014,2,2,1,5
13015,2,3,4,4
13016,2,2,1,4
13017,2,1,2,1
13018,4,2,2,1
13019,1,2,2,4
13020,4,1,2,5
13021,4,5,2,3
13022,4,5,2,5
13023,4,4,2,4
13024,5,2,4,4
13025,4,2,4,1
13026,4,2,4,1
13027,4,5,4,4
13028,4,2,4,5
13029,4,2,2,3
13030,4,4,5,5
13031,2,3,4,4
13032,2,2,2,4
13033,2,1,4,1
13034,4,5,2,1
13035,5,5,5,4
13036,5,5,5,5
13037,4,5,2,3
13038,4,4,4,3
13039,4,5,2,2
13040,5,5,5,1
13041,4,2,2,5
13042,2,2,5,1
13043,2,4,4,3
13044,1,1,2,3
13045,1,1,2,2
13046,5,5,5,1
13047,1,1,2,5
13048,2,2,2,1
13049,4,4,5,3
13050,4,5,2,3
13051,2,2,3,2
13052,1,1,2,1
13053,5,4,5,5
13054,5,5,5,1
13055,2,2,4,3
13056,1,1,2,3
13057,2,1,1,2
13058,4,5,2,1
13059,4,2,2,5
13060,5,5,5,1
13061,4,3,4,3
13062,2,2,1,3
13063,2,2,4,2
13064,4,5,2,1
13065,4,4,4,5
13066,4,2,1,1
13067,5,5,2,3
13068,4,1,1,3
13069,4,1,2,2
13070,2,2,1,1
13071,4,5,2,5
13072,2,2,4,1
13073,2,2,2,3
13074,4,4,2,1
13075,2,1,1,3
13076,4,4,5,3
13077,4,3,4,2
13078,4,5,2,1
13079,2,1,1,5
13080,4,5,2,1
13081,4,4,2,3
13082,4,5,2,3
13083,5,5,5,2
13084,2,2,1,1
13085,5,5,5,5
13086,4,5,2,1
13087,4,4,2,3
13088,4,5,2,4
13089,3,2,2,1
13090,5,5,4,4
13091,4,5,2,1
13092,5,5,5,4
13093,4,4,4,1
13094,2,2,2,4
13095,2,1,2,5
13096,3,4,4,1
13097,2,2,1,1
13098,4,5,2,5
13099,3,2,1,4
13100,4,4,4,1
13101,5,5,5,4
13102,1,4,4,1
13103,2,1,3,4
13104,2,2,2,1
13105,2,2,2,2
13106,2,3,4,1
13107,2,2,1,1
13108,4,1,1,1
13109,2,2,1,1
13110,2,2,1,1
13111,3,5,2,1
13112,4,5,5,5
13113,4,4,2,1
13114,4,4,2,1
13115,2,1,2,1
13116,4,2,1,1
13117,2,3,3,1
13118,5,5,2,4
13119,4,5,2,1
13120,2,2,1,1
13121,5,5,2,5
13122,5,5,2,4
13123,2,2,1,1
13124,2,2,1,5
13125,2,2,1,1
13126,3,4,1,4
13127,4,4,4,4
13128,5,5,5,2
13129,2,3,1,2
13130,4,3,4,5
13131,1,2,4,4
13132,2,3,1,1
13133,2,2,1,1
13134,4,2,1,1
13135,4,5,2,1
13136,5,5,4,4
13137,3,3,3,1
13138,4,2,1,1
13139,5,5,5,5
13140,4,5,2,4
13141,4,5,4,4
13142,4,5,4,4
13143,4,4,2,1
13144,4,4,4,3
13145,4,5,4,4
13146,2,4,2,1
13147,5,5,5,5
13148,2,3,4,1
13149,4,5,2,5
13150,5,5,5,5
13151,5,5,4,4
13152,2,2,1,1
13153,4,5,2,5
13154,4,5,4,1
13155,2,2,1,2
13156,5,5,4,5
13157,2,2,2,1
13158,4,5,2,2
13159,5,5,5,5
13160,2,3,1,5
13161,2,2,1,1
13162,4,5,2,4
13163,4,2,1,3
13164,2,3,1,4
13165,2,3,1,1
13166,4,5,4,4
13167,4,4,1,1
13168,4,5,2,1
13169,4,2,1,2
13170,3,3,4,3
13171,3,2,2,1
13172,2,3,4,1
13173,5,5,5,5
13174,2,2,1,1
13175,4,5,2,4
13176,2,3,3,1
13177,4,4,2,3
13178,4,5,1,4
13179,4,2,1,1
13180,2,4,1,1
13181,2,4,1,1
13182,2,2,1,1
13183,5,5,5,5
13184,2,2,1,1
13185,4,4,2,2
13186,4,2,2,1
13187,2,2,1,3
13188,4,3,2,1
13189,3,3,4,5
13190,5,5,2,2
13191,5,5,5,5
13192,2,2,1,3
13193,4,4,2,5
13194,4,5,2,4
13195,4,5,2,4
13196,2,2,4,2
13197,3,3,4,3
13198,2,2,1,3
13199,2,3,3,1
13200,2,3,2,1
13201,4,2,2,1
13202,4,4,4,3
13203,2,2,2,1
13204,2,3,3,1
13205,4,2,1,1
13206,4,5,2,1
13207,5,5,2,4
13208,4,5,2,1
13209,4,5,2,4
13210,2,3,1,1
13211,2,2,1,1
13212,2,2,4,1
13213,5,5,5,5
13214,2,3,2,1
13215,3,2,5,1
13216,3,3,1,1
13217,4,4,4,3
13218,3,2,2,1
13219,4,5,4,3
13220,4,4,2,1
13221,2,2,2,1
13222,2,3,2,1
13223,2,3,4,1
13224,3,3,4,2
13225,4,5,2,1
13226,2,2,2,1
13227,2,2,2,1
13228,2,2,3,1
13229,2,2,2,2
13230,5,5,5,4
13231,2,2,1,2
13232,4,2,1,1
13233,4,3,2,2
13234,5,5,2,5
13235,3,2,1,1
13236,2,2,2,1
13237,5,5,5,5
13238,5,5,5,5
13239,2,3,2,1
13240,4,5,2,1
13241,4,5,2,1
13242,5,5,4,4
13243,2,3,1,1
13244,4,5,2,2
13245,1,3,1,1
13246,4,5,2,4
13247,2,3,1,1
13248,3,3,2,1
13249,2,1,1,1
13250,5,5,4,1
13251,4,5,1,1
13252,4,5,2,1
13253,5,5,5,5
13254,5,5,5,1
13255,5,5,2,1
13256,5,5,5,1
13257,4,5,2,1
13258,2,3,4,1
13259,5,5,5,4
13260,4,4,4,1
13261,3,3,2,1
13262,2,3,3,5
13263,2,3,2,4
13264,5,5,5,1
13265,4,5,2,5
13266,4,3,2,1
13267,4,3,4,4
13268,5,5,5,4
13269,4,5,2,2
13270,4,3,2,2
13271,2,3,1,5
13272,3,3,1,4
13273,2,2,1,1
13274,4,5,2,1
13275,2,3,4,1
13276,4,4,2,1
13277,4,4,2,4
13278,5,5,2,1
13279,3,3,1,1
13280,5,5,2,5
13281,2,3,1,4
13282,4,3,1,4
13283,5,5,5,4
13284,3,3,4,1
13285,2,2,1,3
13286,2,2,2,4
13287,4,5,5,1
13288,2,2,1,5
13289,4,5,2,1
13290,4,5,2,5
13291,2,3,1,5
13292,4,5,5,4
13293,4,5,2,1
13294,5,5,5,5
13295,2,3,3,1
13296,5,5,5,2
13297,2,2,1,5
13298,4,5,5,1
13299,4,3,2,2
13300,4,5,5,5
13301,4,3,1,5
13302,4,5,5,1
13303,2,5,2,4
13304,2,2,1,3
13305,5,5,5,4
13306,5,5,5,1
13307,4,2,1,4
13308,2,3,1,1
13309,4,5,2,1
13310,4,5,4,2
13311,2,2,1,3
13312,1,2,2,1
13313,2,3,3,1
13314,4,5,3,5
13315,4,5,1,1
13316,2,2,1,4
13317,2,3,3,1
13318,4,5,2,3
13319,4,2,4,4
13320,4,2,1,1
13321,4,5,5,1
13322,4,2,1,1
13323,4,3,4,1
13324,5,5,5,5
13325,4,5,1,1
13326,4,5,5,2
13327,2,2,1,1
13328,5,5,2,3
13329,3,3,3,1
13330,5,5,2,5
13331,4,3,4,2
13332,3,2,1,5
13333,2,3,4,3
13334,2,3,2,5
13335,2,3,1,4
13336,2,3,2,4
13337,4,4,2,2
13338,4,4,2,3
13339,4,2,2,3
13340,4,5,5,1
13341,2,2,1,1
13342,2,2,1,1
13343,4,5,2,3
13344,2,3,1,1
13345,2,3,1,1
13346,4,3,4,1
13347,4,2,4,1
13348,4,4,2,4
13349,4,4,4,1
13350,5,5,5,4
13351,5,5,2,1
13352,2,2,2,1
13353,2,3,1,1
13354,4,3,1,5
13355,5,5,5,1
13356,5,5,5,1
13357,1,3,1,1
13358,4,2,2,3
13359,4,5,2,1
13360,5,5,5,3
13361,3,4,5,1
13362,4,3,2,1
13363,5,5,5,1
13364,3,2,5,1
13365,5,5,5,2
13366,2,3,3,1
13367,5,5,5,1
13368,5,2,1,1
13369,4,5,2,1
13370,4,5,2,2
13371,4,2,2,4
13372,2,3,1,2
13373,2,3,1,1
13374,4,5,2,2
13375,4,4,2,5
13376,4,4,2,1
13377,4,3,2,1
13378,2,3,3,5
13379,2,3,4,5
13380,4,5,2,1
13381,5,5,2,1
13382,4,5,4,1
13383,4,2,2,4
13384,4,3,2,1
13385,5,5,4,2
13386,4,5,2,1
13387,2,2,2,4
13388,5,5,5,1
13389,4,2,4,1
13390,4,4,2,1
13391,3,3,2,1
13392,2,3,2,1
13393,2,3,2,1
13394,5,5,5,5
13395,3,2,2,1
13396,5,5,5,1
13397,4,5,2,1
13398,2,3,4,1
13399,2,3,4,1
13400,1,2,2,4
13401,2,2,2,1
13402,3,3,4,1
13403,4,4,1,5
13404,4,4,5,4
13405,5,5,2,1
13406,4,5,2,5
13407,4,5,2,1
13408,5,5,2,4
13409,4,4,4,4
13410,4,4,1,2
13411,5,5,4,2
13412,3,3,2,5
13413,3,3,4,4
13414,4,4,4,1
13415,4,4,2,1
13416,2,2,1,1
13417,4,3,4,1
13418,4,5,5,4
13419,4,3,4,1
13420,2,2,1,1
13421,4,5,2,5
13422,5,5,2,4
13423,2,2,1,4
13424,5,5,5,4
13425,5,5,2,1
13426,4,5,2,3
13427,2,3,3,4
13428,2,3,2,1
13429,5,5,5,5
13430,2,2,1,1
13431,5,5,5,5
13432,4,5,2,5
13433,5,5,5,4
13434,3,3,2,1
13435,4,4,4,5
13436,3,3,4,1
13437,1,1,4,2
13438,4,1,1,5
13439,4,5,4,1
13440,3,2,2,2
13441,5,5,5,5
13442,4,5,2,5
13443,5,5,5,1
13444,4,4,1,4
13445,3,2,4,3
13446,4,5,4,4
13447,4,5,1,1
13448,2,2,1,4
13449,4,5,5,1
13450,4,5,4,1
13451,5,5,5,2
13452,5,5,2,3
13453,4,3,1,1
13454,2,4,1,1
13455,2,3,5,5
13456,2,3,1,1
13457,2,2,2,4
13458,4,5,2,1
13459,1,2,1,3
13460,2,4,1,4
13461,3,2,2,1
13462,2,3,2,1
13463,3,3,4,1
13464,5,5,5,1
13465,4,5,2,5
13466,4,3,4,1
13467,4,3,2,2
13468,5,5,5,1
13469,4,5,2,3
13470,4,2,2,1
13471,2,4,1,5
13472,5,5,5,2
13473,4,5,5,5
13474,5,5,5,3
13475,2,3,4,5
13476,2,2,2,4
13477,2,3,3,4
13478,2,4,1,2
13479,2,2,2,3
13480,4,1,2,3
13481,2,2,1,1
13482,3,3,2,1
13483,2,2,1,1
13484,4,4,2,3
13485,4,4,5,1
13486,5,5,2,1
13487,5,5,5,1
13488,2,3,2,1
13489,5,5,5,4
13490,4,5,2,1
13491,3,3,1,4
13492,3,4,4,1
13493,4,5,2,1
13494,4,3,4,1
13495,4,3,2,5
13496,2,3,1,1
13497,4,4,2,1
13498,5,5,5,1
13499,5,5,2,3
13500,5,5,4,1
13501,2,3,4,3
13502,3,4,4,1
13503,4,5,5,1
13504,2,2,2,1
13505,5,5,5,1
13506,4,5,5,2
13507,5,5,5,1
13508,4,4,4,1
13509,4,5,5,1
13510,4,5,2,1
13511,4,2,2,2
13512,5,4,5,4
13513,4,4,4,2
13514,4,2,4,1
13515,4,2,2,2
13516,2,3,1,5
13517,5,5,5,1
13518,4,2,2,1
13519,4,3,3,5
13520,4,5,2,5
13521,2,3,2,1
13522,2,3,1,1
13523,4,2,1,1
13524,5,5,5,4
13525,4,5,4,1
13526,4,5,2,2
13527,5,5,1,1
13528,2,3,1,4
13529,5,5,2,1
13530,4,5,5,1
13531,2,2,2,1
13532,4,2,1,1
13533,4,5,2,1
13534,4,5,2,1
13535,4,2,4,5
13536,4,5,4,1
13537,4,2,1,1
13538,4,5,5,1
13539,4,5,5,1
13540,2,3,1,1
13541,4,2,2,4
13542,2,2,1,1
13543,2,3,1,1
13544,4,2,1,5
13545,4,5,2,4
13546,4,5,2,1
13547,5,5,5,5
13548,4,2,2,1
13549,4,5,4,4
13550,5,5,5,4
13551,4,3,4,2
13552,2,3,3,2
13553,5,5,5,5
13554,4,3,4,4
13555,2,2,1,1
13556,4,4,2,1
13557,3,2,1,1
13558,4,3,4,1
13559,5,5,5,4
13560,1,2,1,1
13561,3,3,3,1
13562,5,5,5,5
13563,4,3,2,4
13564,4,5,2,4
13565,5,5,5,4
13566,2,3,2,1
13567,4,4,2,3
13568,4,4,4,4
13569,4,5,2,1
13570,2,2,1,5
13571,5,5,5,1
13572,2,3,2,5
13573,3,3,2,5
13574,4,5,2,4
13575,2,2,1,1
13576,2,3,4,5
13577,4,2,1,1
13578,4,2,1,2
13579,5,5,5,5
13580,2,2,1,1
13581,3,2,2,2
13582,2,4,2,5
13583,4,2,4,5
13584,2,2,2,1
13585,1,4,1,4
13586,2,1,4,3
13587,4,3,2,4
13588,4,3,2,1
13589,2,3,3,4
13590,5,5,4,1
13591,4,5,5,1
13592,5,5,5,2
13593,5,5,5,3
13594,4,2,1,1
13595,2,2,1,1
13596,4,4,2,5
13597,2,3,4,1
13598,5,5,2,4
13599,4,2,4,1
13600,5,5,2,3
13601,4,3,4,4
13602,2,3,1,1
13603,5,5,5,1
13604,4,5,3,1
13605,4,2,2,1
13606,4,2,1,5
13607,2,2,3,1
13608,2,3,4,2
13609,5,5,2,1
13610,2,3,1,3
13611,4,4,4,1
13612,5,5,2,5
13613,4,5,2,2
13614,4,3,1,5
13615,4,2,2,3
13616,3,3,4,5
13617,4,5,4,4
13618,5,5,5,4
13619,1,2,2,2
13620,2,2,2,3
13621,4,2,2,3
13622,5,5,5,1
13623,2,3,1,1
13624,4,3,1,1
13625,2,3,1,3
13626,2,4,4,1
13627,4,2,1,1
13628,5,5,3,1
13629,3,2,1,1
13630,4,4,4,4
13631,5,5,5,1
13632,5,2,2,4
13633,4,5,1,1
13634,5,5,2,1
13635,2,2,2,1
13636,2,3,1,5
13637,2,3,1,1
13638,2,3,3,1
13639,4,5,2,1
13640,4,2,4,3
13641,2,3,4,1
13642,4,4,1,3
13643,4,5,2,1
13644,2,2,1,1
13645,5,5,5,1
13646,5,5,2,1
13647,4,4,2,2
13648,3,3,3,1
13649,4,4,4,1
13650,5,5,2,1
13651,5,5,1,1
13652,5,5,5,2
13653,5,5,5,4
13654,5,5,5,2
13655,4,5,4,1
13656,4,5,2,2
13657,5,5,5,5
13658,3,3,3,1
13659,4,5,2,1
13660,4,5,5,5
13661,4,3,5,5
13662,2,2,2,1
13663,2,2,2,1
13664,4,5,2,1
13665,4,2,2,4
13666,2,2,2,1
13667,4,5,2,2
13668,4,5,4,1
13669,2,3,3,4
13670,4,4,4,1
13671,5,5,5,1
13672,4,2,2,1
13673,4,5,2,1
13674,4,5,2,1
13675,4,5,5,1
13676,5,5,2,5
13677,2,2,1,1
13678,4,2,1,1
13679,5,5,5,1
13680,4,4,4,1
13681,2,3,3,1
13682,1,3,1,4
13683,1,2,1,1
13684,4,2,3,1
13685,5,4,1,5
13686,2,2,4,4
13687,1,2,2,1
13688,2,3,1,5
13689,4,5,4,1
13690,2,3,5,4
13691,4,4,1,4
13692,2,3,3,2
13693,2,3,4,2
13694,3,3,3,5
13695,4,3,3,4
13696,5,5,1,1
13697,3,3,2,1
13698,4,3,4,1
13699,2,3,1,1
13700,5,4,5,4
13701,5,4,4,1
13702,2,3,1,1
13703,4,4,2,5
13704,4,5,4,4
13705,4,3,2,4
13706,2,4,2,4
13707,4,4,4,1
13708,5,5,4,3
13709,2,3,1,4
13710,2,3,2,1
13711,4,3,1,5
13712,3,3,1,1
13713,5,5,5,5
13714,4,3,2,5
13715,5,5,5,4
13716,4,3,2,1
13717,4,3,1,5
13718,5,5,4,1
13719,1,3,1,2
13720,4,4,4,5
13721,4,4,1,1
13722,5,5,4,2
13723,4,5,5,5
13724,2,3,1,5
13725,2,3,1,1
13726,4,5,5,4
13727,2,2,1,3
13728,4,5,2,4
13729,4,4,4,1
13730,4,2,1,4
13731,5,5,4,1
13732,4,4,4,1
13733,4,2,2,2
13734,2,3,2,3
13735,4,2,1,1
13736,2,3,4,1
13737,1,3,2,5
13738,3,3,2,1
13739,2,3,2,4
13740,5,5,4,1
13741,5,5,4,3
13742,4,3,1,4
13743,3,3,2,1
13744,4,2,2,1
13745,4,3,4,1
13746,4,4,4,1
13747,3,3,4,5
13748,4,4,4,1
13749,4,1,1,2
13750,5,5,5,1
13751,4,4,4,3
13752,2,4,4,1
13753,5,4,2,5
13754,5,5,4,2
13755,4,1,3,5
13756,3,3,4,3
13757,3,3,1,5
13758,5,5,4,4
13759,4,3,4,4
13760,3,3,1,2
13761,4,4,4,3
13762,4,3,4,3
13763,4,4,3,1
13764,2,3,2,1
13765,5,5,5,1
13766,5,5,5,3
13767,4,4,4,1
13768,4,3,4,1
13769,1,2,2,1
13770,4,2,2,1
13771,4,5,4,4
13772,4,3,4,1
13773,5,4,4,4
13774,4,1,1,1
13775,3,3,2,1
13776,5,5,4,1
13777,2,3,1,5
13778,5,5,4,1
13779,2,3,2,1
13780,5,5,4,1
13781,4,2,2,3
13782,5,5,5,1
13783,2,2,1,3
13784,4,3,3,1
13785,5,5,4,1
13786,3,3,2,1
13787,2,3,2,1
13788,3,3,2,2
13789,2,3,3,1
13790,2,4,2,1
13791,2,3,1,1
13792,4,4,4,1
13793,5,4,4,2
13794,2,2,2,4
13795,1,2,1,2
13796,3,3,2,1
13797,4,4,2,2
13798,2,2,2,5
13799,2,3,2,1
13800,3,3,2,1
13801,5,4,4,5
13802,3,3,2,5
13803,1,2,1,1
13804,4,2,1,1
13805,2,4,1,1
13806,5,5,2,4
13807,4,3,2,1
13808,5,5,4,2
13809,5,5,4,1
13810,4,3,4,4
13811,2,4,2,1
13812,1,1,1,1
13813,2,3,1,1
13814,3,3,2,1
13815,4,3,3,1
13816,2,3,2,1
13817,4,5,1,5
13818,2,2,1,1
13819,4,4,4,1
13820,2,3,2,1
13821,5,5,5,1
13822,1,2,1,1
13823,5,5,5,4
13824,4,2,2,1
13825,3,3,2,1
13826,2,3,1,5
13827,4,5,2,4
13828,5,5,4,1
13829,3,3,3,5
13830,4,4,4,1
13831,4,5,5,4
13832,2,3,2,4
13833,5,2,4,2
13834,4,4,4,2
13835,5,5,4,5
13836,2,1,2,4
13837,1,1,1,1
13838,4,2,2,1
13839,5,5,4,1
13840,2,4,1,1
13841,4,5,4,4
13842,4,5,2,1
13843,3,3,2,1
13844,1,2,2,5
13845,5,5,4,4
13846,2,2,1,4
13847,4,5,5,4
13848,2,4,2,1
13849,2,4,4,3
13850,5,5,4,4
13851,5,4,4,1
13852,1,1,2,5
13853,2,4,4,1
13854,2,5,2,5
13855,3,3,3,5
13856,5,5,5,4
13857,4,4,4,1
13858,2,3,2,5
13859,4,3,2,1
13860,4,4,2,2
13861,2,3,4,5
13862,5,5,5,1
13863,2,3,2,2
13864,2,4,2,5
13865,5,5,4,5
13866,2,3,2,1
13867,5,5,4,4
13868,4,5,4,3
13869,4,4,2,4
13870,5,4,4,1
13871,3,3,3,4
13872,5,5,5,1
13873,2,3,3,1
13874,5,5,5,2
13875,1,3,2,3
13876,2,3,4,1
13877,2,3,2,1
13878,4,4,4,5
13879,5,5,5,1
13880,2,2,2,4
13881,1,1,2,1
13882,4,4,2,3
13883,3,2,3,4
13884,4,2,2,1
13885,4,5,2,1
13886,5,5,5,1
13887,5,5,5,1
13888,3,3,3,5
13889,2,3,2,1
13890,2,3,2,2
13891,4,4,2,1
13892,2,3,3,3
13893,1,4,2,1
13894,3,3,4,5
13895,4,2,1,2
13896,4,3,2,5
13897,4,4,4,3
13898,2,2,1,5
13899,2,3,2,4
13900,5,5,5,4
13901,2,1,1,2
13902,3,3,3,3
13903,4,4,4,3
13904,2,4,2,1
13905,3,3,3,1
13906,2,3,2,1
13907,2,3,2,3
13908,5,5,4,1
13909,4,4,2,1
13910,2,3,2,1
13911,2,3,2,1
13912,4,3,3,4
13913,2,3,2,1
13914,3,3,2,4
13915,2,3,2,1
13916,5,5,5,1
13917,4,4,1,1
13918,2,4,4,5
13919,4,4,4,1
13920,1,4,2,1
13921,5,5,4,1
13922,3,3,4,3
13923,5,5,5,1
13924,2,2,2,3
13925,4,4,2,1
13926,5,4,4,1
13927,3,3,3,1
13928,5,5,5,1
13929,2,2,1,2
13930,2,2,2,1
13931,2,4,2,1
13932,2,3,2,1
13933,2,3,2,1
13934,4,4,3,2
13935,5,5,5,4
13936,2,2,2,2
13937,4,3,2,1
13938,2,3,2,2
13939,3,3,3,5
13940,2,2,2,1
13941,4,2,2,1
13942,4,4,2,5
13943,4,4,2,5
13944,4,5,5,1
13945,5,5,5,1
13946,2,2,3,1
13947,4,4,4,4
13948,1,1,1,1
13949,5,5,4,2
13950,2,2,3,1
13951,3,4,3,4
13952,2,4,1,1
13953,5,5,5,1
13954,2,3,3,1
13955,4,4,4,1
13956,2,1,3,1
13957,4,3,2,1
13958,2,3,2,5
13959,5,5,5,1
13960,5,5,4,1
13961,4,5,4,1
13962,2,1,2,1
13963,3,4,3,1
13964,1,4,1,4
13965,2,2,1,1
13966,2,3,4,1
13967,5,5,4,5
13968,4,5,4,4
13969,5,5,5,1
13970,4,5,4,5
13971,2,4,2,1
13972,4,3,4,4
13973,3,3,3,4
13974,5,5,5,2
13975,3,3,3,2
13976,2,4,4,5
13977,2,3,4,4
13978,1,3,2,1
13979,2,2,2,1
13980,2,2,4,1
13981,5,5,5,1
13982,5,5,5,4
13983,3,2,2,1
13984,2,3,4,1
13985,5,4,5,5
13986,2,2,2,4
13987,4,5,2,4
13988,4,5,5,4
13989,3,2,3,1
13990,1,5,2,3
13991,3,3,3,4
13992,4,4,2,1
13993,4,3,2,5
13994,2,2,2,1
13995,2,1,3,5
13996,5,5,4,5
13997,3,3,3,4
13998,4,5,4,1
13999,3,3,2,5
14000,4,4,4,1
14001,2,2,2,2
14002,3,3,3,5
14003,1,2,2,1
14004,4,2,2,2
14005,4,2,3,5
14006,4,3,4,5
14007,2,3,2,1
14008,2,2,1,4
14009,4,3,4,3
14010,3,3,2,4
14011,5,5,5,1
14012,5,5,5,4
14013,5,5,4,1
14014,5,3,3,1
14015,3,3,2,2
14016,5,5,4,3
14017,4,5,4,1
14018,3,3,3,1
14019,5,5,4,5
14020,4,3,2,1
14021,2,5,4,4
14022,4,5,5,1
14023,2,2,4,3
14024,5,5,5,4
14025,2,2,2,1
14026,5,5,5,1
14027,2,4,1,1
14028,3,3,3,1
14029,4,2,1,5
14030,4,5,4,1
14031,3,2,2,2
14032,3,3,2,1
14033,5,5,5,3
14034,4,4,4,1
14035,3,3,3,5
14036,4,3,2,2
14037,4,5,2,5
14038,2,3,3,3
14039,4,5,4,5
14040,5,5,4,4
14041,3,3,3,4
14042,2,1,2,2
14043,2,5,2,3
14044,3,3,3,3
14045,2,4,1,1
14046,3,3,2,1
14047,4,5,2,1
14048,5,5,4,3
14049,5,5,4,1
14050,1,2,2,1
14051,4,5,4,1
14052,4,3,2,1
14053,1,2,2,4
14054,4,4,2,1
14055,5,5,4,4
14056,4,4,3,1
14057,5,5,4,1
14058,5,4,4,1
14059,4,3,2,5
14060,2,2,2,1
14061,4,5,4,1
14062,4,5,3,1
14063,4,4,1,3
14064,5,4,4,1
14065,5,5,2,3
14066,4,2,1,1
14067,3,2,4,1
14068,5,5,5,1
14069,3,3,3,1
14070,4,3,3,2
14071,4,3,4,1
14072,5,5,5,1
14073,5,4,2,1
14074,5,5,5,1
14075,5,5,4,2
14076,4,5,5,4
14077,5,5,5,2
14078,4,4,4,1
14079,3,4,4,2
14080,2,2,1,5
14081,4,5,2,1
14082,2,2,2,1
14083,3,4,2,5
14084,4,4,5,5
14085,2,2,1,1
14086,5,5,4,1
14087,5,5,4,1
14088,4,2,2,4
14089,3,2,3,1
14090,3,4,5,2
14091,5,5,5,1
14092,4,4,2,4
14093,4,4,4,4
14094,4,2,4,1
14095,4,3,3,1
14096,3,3,3,1
14097,3,3,3,1
14098,2,3,3,1
14099,4,4,3,1
14100,3,3,3,1
14101,4,5,4,1
14102,2,2,2,1
14103,4,4,2,1
14104,5,5,5,5
14105,4,3,3,1
14106,2,2,4,1
14107,3,3,2,1
14108,2,2,2,1
14109,5,5,5,5
14110,2,4,2,1
14111,2,3,2,1
14112,4,2,4,1
14113,2,4,1,1
14114,2,2,5,1
14115,5,5,4,4
14116,2,4,2,4
14117,5,5,4,4
14118,3,3,3,1
14119,4,4,2,4
14120,2,2,1,1
14121,4,4,4,1
14122,5,5,5,5
14123,2,5,3,4
14124,4,4,2,1
14125,3,3,3,1
14126,4,5,5,1
14127,3,4,4,5
14128,2,3,2,1
14129,5,5,4,1
14130,2,3,3,1
14131,1,2,2,1
14132,2,2,4,1
14133,4,5,5,5
14134,3,3,2,1
14135,2,5,4,4
14136,5,5,5,5
14137,4,3,3,1
14138,5,5,5,4
14139,2,3,3,2
14140,3,3,3,1
14141,5,5,4,1
14142,5,5,5,1
14143,5,5,4,1
14144,2,2,2,2
14145,4,2,4,1
14146,4,5,4,1
14147,3,3,3,1
14148,2,2,2,1
14149,4,4,4,1
14150,4,4,2,4
14151,5,5,5,5
14152,4,2,2,1
14153,3,2,2,1
14154,4,2,4,4
14155,5,5,4,5
14156,3,3,4,3
14157,2,3,2,1
14158,5,5,5,4
14159,2,2,3,1
14160,1,3,3,1
14161,5,5,4,4
14162,3,3,3,2
14163,5,5,4,4
14164,3,3,4,1
14165,4,5,5,4
14166,1,2,4,1
14167,4,4,4,2
14168,3,3,2,1
14169,4,5,4,2
14170,2,2,2,1
14171,2,2,2,1
14172,4,2,4,1
14173,4,5,5,4
14174,2,4,2,4
14175,4,4,2,1
14176,4,3,3,4
14177,2,5,2,1
14178,4,4,1,4
14179,1,2,1,1
14180,5,5,5,5
14181,5,5,5,5
14182,2,2,2,2
14183,2,2,2,1
14184,4,5,4,4
14185,4,2,2,1
14186,4,5,4,1
14187,2,5,4,1
14188,5,4,4,4
14189,2,5,4,4
14190,3,3,3,1
14191,3,3,3,4
14192,4,4,5,1
14193,2,3,4,4
14194,3,3,2,1
14195,1,1,2,5
14196,2,3,2,5
14197,2,3,2,2
14198,5,5,5,1
14199,2,1,1,4
14200,4,4,4,1
14201,3,3,2,1
14202,2,2,2,1
14203,5,5,4,4
14204,5,5,4,4
14205,4,5,3,1
14206,4,5,4,4
14207,2,2,2,1
14208,2,3,2,4
14209,5,5,5,1
14210,2,2,4,5
14211,4,5,2,5
14212,4,5,4,2
14213,5,5,4,1
14214,4,5,5,4
14215,2,2,2,1
14216,1,2,2,1
14217,2,3,3,1
14218,5,5,5,4
14219,2,4,4,4
14220,4,2,2,1
14221,5,5,4,4
14222,5,5,4,1
14223,4,5,2,4
14224,5,5,4,1
14225,5,1,5,5
14226,1,2,2,5
14227,2,2,2,2
14228,3,3,2,1
14229,3,3,2,4
14230,3,5,2,1
14231,4,3,4,1
14232,2,2,2,1
14233,5,5,4,4
14234,3,3,3,4
14235,4,2,2,1
14236,4,2,2,4
14237,4,3,4,1
14238,4,5,5,4
14239,4,3,3,1
14240,4,5,4,5
14241,2,2,2,5
14242,1,2,2,2
14243,1,1,1,1
14244,3,3,3,4
14245,3,3,3,1
14246,4,4,2,1
14247,4,4,3,1
14248,4,3,3,4
14249,4,4,3,4
14250,5,5,2,1
14251,5,5,5,4
14252,2,2,1,1
14253,2,2,2,4
14254,4,5,2,1
14255,4,4,4,5
14256,3,3,3,5
14257,4,3,4,2
14258,5,5,4,1
14259,2,2,2,4
14260,4,3,4,1
14261,1,2,2,5
14262,2,5,3,1
14263,3,2,3,2
14264,5,5,5,1
14265,2,2,4,3
14266,2,2,4,1
14267,4,5,5,5
14268,2,2,3,2
14269,5,4,5,5
14270,3,3,3,3
14271,5,5,5,5
14272,2,4,3,4
14273,3,4,4,4
14274,3,2,2,2
14275,4,3,2,3
14276,3,3,3,3
14277,5,5,4,1
14278,4,2,2,1
14279,1,2,2,1
14280,3,3,2,3
14281,4,4,4,1
